issue_id,status,owner,priority.code,priority.code.numeric,reported.by,elapsed.time,comments,commenters,comments.by.nonowners,commenters.nonowners,owner.bugs,owner.comments,owner.comments.nonowned,total.vertices,c1_c1,c1_c2,c1_c3,c1_c4,c2_c2,c2_c3,c2_c4,c3_c3,c3_c4,c4_c4,repeat.edges,total.distinct,total.edges
10140,Fix Released,Henry Nash,Undecided,1,Henry Nash,142.9642,8,3,6,2,78,425,116,3,0,0,0,6,0,0,0,0,0,0,2,1,3
10142,Fix Released,Henry Nash,Critical,6,Henry Nash,2085.9561,14,5,9,4,78,425,116,5,2,0,0,10,0,0,0,0,0,0,5,5,10
10143,Fix Released,William Kelly,Critical,6,Dean Troyer,977.7392,13,6,13,6,1,4,4,6,1,0,3,5,0,0,0,0,8,0,6,9,15
10144,Fix Released,Adam Young,Critical,6,Kieran Spear,678.8119,14,5,14,5,119,582,359,5,0,0,1,11,0,0,0,0,0,2,5,5,10
10145,Fix Released,Adam Young,Critical,6,Adam Young,304.1844,9,3,3,2,119,582,359,3,0,0,0,0,0,0,3,0,0,0,2,1,3
10146,Fix Released,gordon chung,High,5,Henry Nash,821.8633,10,3,10,3,86,842,595,3,0,0,0,6,0,0,0,0,0,1,3,0,3
10147,Fix Released,Henry Nash,High,5,Dolph Mathews,718.4136,13,4,12,3,78,425,116,4,0,0,0,4,0,0,0,0,0,14,6,0,6
10148,Fix Released,Dean Troyer,High,5,Dean Troyer,711.3889,9,4,7,3,110,868,638,4,0,0,0,0,0,0,0,0,7,4,5,1,6
10149,Fix Released,Henry Nash,High,5,Henry Nash,648.4481,7,3,4,2,78,425,116,3,0,0,0,4,0,0,0,0,0,0,2,1,3
10150,Fix Released,Henry Nash,High,5,Henry Nash,647.0058,9,3,4,2,78,425,116,3,0,0,0,4,0,0,0,0,0,0,2,1,3
10151,Fix Released,Guang Yee,High,5,Dolph Mathews,646.4603,7,3,7,3,24,64,22,3,0,0,0,0,0,0,0,0,0,5,2,1,3
10153,Fix Released,Henry Nash,High,5,Henry Nash,373.9853,8,3,4,2,78,425,116,3,0,0,0,4,0,0,0,0,0,0,2,1,3
10154,Fix Released,Adam Young,High,5,Adam Young,332.5753,9,4,7,3,119,582,359,4,0,0,0,0,0,0,7,0,0,0,3,3,6
10155,Fix Released,Dan Prince,High,5,Dan Prince,204.5558,9,3,4,2,416,2684,783,3,0,0,0,0,0,0,0,0,0,4,2,1,3
10156,Fix Released,Adam Gandelman,High,5,Adam Gandelman,68.0431,10,4,7,3,69,4005,3604,4,0,0,0,0,0,0,0,0,0,8,4,2,6
10157,Fix Released,Guang Yee,High,5,Guang Yee,63.6764,9,4,5,3,24,64,22,4,0,0,0,5,0,0,0,0,0,1,4,2,6
10158,Fix Released,Guang Yee,High,5,Guang Yee,41.7206,13,4,10,3,24,64,22,4,0,0,0,11,0,0,0,0,0,4,5,1,6
10159,Fix Released,Adam Young,Medium,4,Joseph Heck,9088.6781,11,3,11,3,119,582,359,3,0,0,0,0,0,0,0,0,0,7,3,0,3
10160,Fix Released,Adam Young,Medium,4,anndy,2861.7231,13,5,13,5,119,582,359,5,0,0,0,10,0,0,0,0,0,1,5,5,10
10161,Fix Released,Sahdev Zala,Medium,4,Henry Nash,2207.0839,20,7,19,6,18,87,40,7,7,0,0,16,0,0,0,0,0,0,12,9,21
10162,Fix Released,Henry Nash,Medium,4,Haneef Ali,1695.1881,10,4,10,4,78,425,116,4,0,0,0,8,0,0,0,0,0,4,5,1,6
10163,Fix Released,David Höppner,Medium,4,Tony NIU,1500.4983,11,5,10,4,4,8,4,5,1,0,0,13,0,0,0,0,0,4,8,2,10
10165,Fix Released,Dolph Mathews,Medium,4,Sina Sadeghi,349.6553,11,4,7,3,263,4838,4024,4,0,0,0,9,0,0,0,0,0,4,5,1,6
10166,Fix Released,Guang Yee,Medium,4,Rajalakshmi Ganesan,342.1992,13,5,12,4,24,64,22,5,0,1,0,5,0,0,9,0,0,4,8,2,10
10167,Fix Released,Allan Feid,Medium,4,Allan Feid,252.245,14,4,10,3,2,19,12,4,0,0,0,10,0,0,0,0,0,7,5,1,6
10168,Fix Released,Henry Nash,Medium,4,Henry Nash,124.0078,6,3,4,2,78,425,116,3,0,0,0,4,0,0,0,0,0,0,2,1,3
10169,Fix Released,Henry Nash,Medium,4,Henry Nash,123.8506,7,3,5,2,78,425,116,3,0,0,0,5,0,0,0,0,0,0,2,1,3
10170,Fix Released,Dolph Mathews,Medium,4,Dolph Mathews,74.3081,7,3,4,2,263,4838,4024,3,0,0,0,0,0,0,0,0,0,5,2,1,3
10171,Fix Released,David Höppner,Low,3,Dolph Mathews,1365.6414,8,4,7,3,4,8,4,4,0,0,0,6,0,0,0,0,0,7,6,0,6
10172,Fix Released,Malini Bhandaru,Low,3,Dolph Mathews,548.72,9,4,8,3,5,17,13,4,0,0,0,6,0,0,0,0,0,5,5,1,6
10173,Fix Released,Nachiappan,Low,3,Nachiappan,512.7197,9,5,6,4,9,23,5,5,1,0,0,10,0,0,0,0,0,1,6,4,10
10174,Fix Released,Dolph Mathews,Low,3,Dolph Mathews,312.4622,5,3,3,2,263,4838,4024,3,0,0,0,0,0,0,0,0,0,3,2,1,3
10175,Fix Released,Dolph Mathews,Low,3,Dolph Mathews,180.6169,10,3,7,2,263,4838,4024,3,0,0,0,0,0,0,0,0,0,7,2,1,3
10176,Fix Released,Henry Nash,Low,3,Henry Nash,123.9531,8,3,6,2,78,425,116,3,0,0,0,6,0,0,0,0,0,3,3,0,3
10177,Fix Released,Henry Nash,Wishlist,2,Henry Nash,627.8758,7,4,5,3,78,425,116,4,0,0,0,5,0,0,0,0,0,1,4,2,6
10178,Fix Released,Henry Nash,Wishlist,2,Henry Nash,606.8208,8,4,5,3,78,425,116,4,0,0,0,6,0,0,0,0,0,1,4,2,6
10179,Fix Released,Dolph Mathews,Wishlist,2,Adam Young,491.1847,11,4,7,3,263,4838,4024,4,0,0,0,0,0,0,9,0,0,5,5,1,6
10180,Fix Released,gordon chung,Undecided,1,Christopher Yeoh,677.4681,8,3,8,3,86,842,595,3,0,0,0,6,0,0,0,0,0,0,2,1,3
10181,Fix Released,Brad Topol,Undecided,1,Brad Topol,665.2214,8,3,5,2,15,29,10,3,0,0,0,5,0,0,0,0,0,1,3,0,3
10182,Fix Released,Brad Topol,Undecided,1,Brad Topol,665.1242,8,3,5,2,15,29,10,3,0,0,0,5,0,0,0,0,0,0,2,1,3
10183,Fix Released,Brant Knudson,Undecided,1,Ben Nemec,568.1392,8,4,7,3,130,641,221,4,1,0,0,10,0,0,0,0,0,0,4,2,6
10184,Fix Released,Mark McLoughlin,Undecided,1,Mark McLoughlin,555.8358,10,3,4,2,106,6378,5229,3,0,0,0,0,0,0,0,0,0,7,3,0,3
10185,Fix Released,Adam Young,Undecided,1,Adam Young,330.2328,11,4,6,3,119,582,359,4,0,2,0,1,0,0,7,0,0,0,4,2,6
10186,Fix Released,Brad Topol,Undecided,1,Brad Topol,213.5778,8,3,5,2,15,29,10,3,0,0,0,5,0,0,0,0,0,0,2,1,3
10187,Fix Released,Adam Young,Undecided,1,Allan Feid,211.7769,11,3,11,3,119,582,359,3,0,0,0,8,0,0,0,0,0,1,3,0,3
10188,Fix Released,Adam Young,Undecided,1,Allan Feid,166.2003,10,3,10,3,119,582,359,3,0,0,0,7,0,0,0,0,0,0,2,1,3
10189,Fix Released,Dolph Mathews,Undecided,1,Allan Feid,25.3672,10,4,10,4,263,4838,4024,4,1,0,0,9,0,0,0,0,0,0,3,3,6
10190,Fix Released,Dolph Mathews,High,5,Henry Nash,28.3728,15,4,9,3,263,4838,4024,4,0,0,0,10,0,0,0,0,0,4,5,1,6
10191,Fix Released,Dolph Mathews,Medium,4,Dolph Mathews,98.1039,9,3,6,2,263,4838,4024,3,0,0,0,0,0,0,0,0,0,9,3,0,3
10192,Fix Released,Russell Bryant,Medium,4,Dolph Mathews,1.7547,6,3,6,3,142,4048,3374,3,0,0,0,0,0,0,0,0,0,6,3,0,3
10193,Fix Released,Dolph Mathews,High,5,Dolph Mathews,16.4558,17,3,9,2,263,4838,4024,3,0,0,0,0,0,0,0,0,0,22,3,0,3
10194,Fix Released,termie,Medium,4,termie,179.8344,16,3,14,2,14,27,18,3,0,0,0,14,0,0,0,0,0,7,3,0,3
10195,Fix Released,Dolph Mathews,Medium,4,Dolph Mathews,16.1642,15,3,7,2,263,4838,4024,3,0,0,0,0,0,0,0,0,0,12,3,0,3
10196,Fix Released,Mark Washenberger,High,5,Brian Waldon,1689.9781,13,3,13,3,55,461,357,3,0,0,0,0,0,0,0,0,0,15,3,0,3
10197,Fix Released,Brian Waldon,High,5,Brian Waldon,468.8508,10,3,7,2,293,2615,1605,3,0,0,0,0,0,0,0,0,0,12,3,0,3
10198,Fix Released,Brian Waldon,Medium,4,Brian Waldon,2196.9967,13,3,6,2,293,2615,1605,3,0,0,0,0,0,0,0,0,0,11,3,0,3
10199,Fix Released,Pádraig Brady,Medium,4,Pádraig Brady,1337.7822,10,4,8,3,47,342,175,4,0,0,0,0,0,0,4,0,4,13,6,0,6
10200,Fix Released,Unmesh Gurjar,Medium,4,Rohit Karajgi,1172.6281,39,11,37,10,49,218,98,11,10,12,0,32,0,0,53,0,0,14,36,19,55
10201,Fix Released,Unmesh Gurjar,Medium,4,Rohit Karajgi,1172.3156,33,10,32,9,49,218,98,10,0,11,0,7,0,0,50,0,0,10,23,22,45
10202,Fix Released,Michael Still,Medium,4,Michael Still,1076.9453,12,3,8,2,96,1050,741,3,0,0,0,0,0,0,2,0,2,4,2,1,3
10203,Fix Released,Tom Hancock,Medium,4,Tom Hancock,1051.34,12,4,10,3,12,42,19,4,0,0,0,10,0,0,0,0,0,0,3,3,6
10204,Fix Released,Tom Hancock,Medium,4,Tom Hancock,1050.6831,12,4,10,3,12,42,19,4,0,0,0,10,0,0,0,0,0,1,4,2,6
10205,Fix Released,Dan Prince,Medium,4,Dan Prince,1030.3781,12,3,7,2,416,2684,783,3,0,0,0,0,0,0,0,0,0,7,2,1,3
10206,Fix Released,Brian Waldon,Medium,4,Brian Waldon,998.6006,10,3,7,2,293,2615,1605,3,0,0,0,0,0,0,0,0,0,12,3,0,3
10207,Fix Released,Mark Washenberger,Medium,4,Mark Washenberger,921.5997,12,4,10,3,55,461,357,4,0,0,0,6,0,0,0,0,4,1,4,2,6
10208,Fix Released,Iccha Sethi,Medium,4,Alex Meade,711.5086,17,6,16,5,28,182,121,6,0,0,1,9,0,0,0,0,14,20,12,3,15
10209,Fix Released,Mark Washenberger,Medium,4,Mark Washenberger,638.8444,33,9,31,8,55,461,357,9,5,0,0,30,0,0,0,0,4,17,22,14,36
10210,Fix Released,Mark Washenberger,Medium,4,Mark Washenberger,341.165,12,4,10,3,55,461,357,4,0,0,0,6,0,0,0,0,4,2,4,2,6
10211,Fix Released,nikhil komawar,Medium,4,nikhil komawar,279.6078,12,4,8,3,22,475,394,4,1,0,0,14,0,0,0,0,0,6,5,1,6
10212,Fix Released,Brian Waldon,Low,3,Brian Waldon,1667.1253,9,3,6,2,293,2615,1605,3,0,0,0,0,0,0,0,0,0,12,3,0,3
10213,Fix Released,Mark Washenberger,Low,3,Mark Washenberger,1357.5703,37,8,35,7,55,461,357,8,4,0,0,30,0,0,0,0,4,26,14,14,28
10214,Fix Released,Mark Washenberger,Low,3,Mark Washenberger,1187.4533,15,4,13,3,55,461,357,4,0,0,0,9,0,0,0,0,4,6,4,2,6
10215,Fix Released,Mark Washenberger,Low,3,Mark Washenberger,1160.5364,15,4,13,3,55,461,357,4,0,0,0,9,0,0,0,0,4,6,4,2,6
10216,Fix Released,Stuart McLaren,Low,3,Stuart McLaren,1147.3956,12,4,9,3,76,344,126,4,0,0,0,5,0,0,4,0,0,0,3,3,6
10217,Fix Released,Gerardo Porras,Low,3,Gerardo Porras,970.0992,34,8,32,7,1,2,0,8,4,0,0,29,0,0,0,0,0,31,19,9,28
10218,Fix Released,Rainya Mosher,Low,3,Brian Waldon,852.5214,9,3,9,3,1,0,0,3,0,0,0,0,0,0,0,0,0,12,3,0,3
10219,Fix Released,Brian Waldon,Low,3,David Kranz,139.1928,13,4,8,3,293,2615,1605,4,0,0,0,0,0,0,7,0,4,11,6,0,6
10220,Fix Released,Sathish Nagappan,Wishlist,2,Christian Berendt,6036.8633,13,5,12,4,9,20,7,5,1,0,0,7,0,0,6,0,0,2,6,4,10
10221,Fix Released,Sathish Nagappan,Wishlist,2,Vincent Hou,4867.6333,18,6,17,5,9,20,7,6,3,0,0,22,0,0,0,0,0,4,8,7,15
10222,Fix Released,Brian Waldon,Wishlist,2,Daneyon Hansen,351.6011,12,4,8,3,293,2615,1605,4,0,0,0,10,0,0,0,0,0,3,5,1,6
10223,Fix Released,nikhil komawar,Wishlist,2,nikhil komawar,273.7881,13,4,11,3,22,475,394,4,0,0,0,11,0,0,0,0,0,15,6,0,6
10224,Fix Released,Josh Durgin,Undecided,1,bullardza@gmail.com,354.6753,36,8,31,7,10,56,19,8,13,0,0,51,0,0,0,0,0,24,22,6,28
10225,Fix Released,Mark Washenberger,Undecided,1,Mark Washenberger,177.1147,10,3,8,2,55,461,357,3,0,0,0,5,0,0,0,0,3,0,2,1,3
10226,Fix Released,Iccha Sethi,Critical,6,Brian Waldon,1204.4714,10,4,9,3,28,182,121,4,0,0,0,8,0,0,0,0,0,12,6,0,6
10227,Fix Released,Unmesh Gurjar,High,5,Unmesh Gurjar,1152.6742,12,4,9,3,49,218,98,4,0,0,0,0,0,0,9,0,0,1,4,2,6
10228,Fix Released,Sascha Peilicke,Medium,4,Itsuro Oda,3076.1811,27,7,27,7,11,27,11,7,7,0,0,33,0,0,0,0,0,8,16,5,21
10229,Fix Released,Unmesh Gurjar,Medium,4,Unmesh Gurjar,1058.7856,12,4,9,3,49,218,98,4,0,2,0,1,0,0,7,0,0,0,4,2,6
10230,Fix Released,Julien Danjou,Medium,4,Brian Waldon,1026.3369,11,4,10,3,116,1106,615,4,0,0,0,2,0,0,0,0,0,7,3,3,6
10231,Fix Released,Stuart McLaren,Medium,4,Stuart McLaren,668.2489,12,4,10,3,76,344,126,4,1,0,0,6,0,0,4,0,0,0,3,3,6
10232,Fix Released,Therese McHale,Medium,4,Therese McHale,644.8681,12,4,10,3,4,4,2,4,1,0,0,14,0,0,0,0,0,6,5,1,6
10233,Fix Released,Eoghan Glynn,Medium,4,Eoghan Glynn,474.4692,22,5,16,4,165,2145,1361,5,0,0,0,0,0,0,0,0,13,7,6,4,10
10234,Fix Released,Ying Chun Guo,Low,3,Ying Chun Guo,1560.8814,14,5,10,4,25,137,90,5,3,0,0,11,0,0,0,0,0,1,6,4,10
10235,Fix Released,Anita Kuno,Low,3,Anita Kuno,1123.4867,12,5,9,4,17,66,44,5,2,0,0,10,0,0,0,0,0,3,8,2,10
10236,Fix Released,Eoghan Glynn,Low,3,Eoghan Glynn,546.1236,24,5,16,4,165,2145,1361,5,0,0,1,2,0,0,0,0,12,5,6,4,10
10237,Fix Released,Brian Waldon,Low,3,Clint Byrum,149.4758,13,4,9,3,293,2615,1605,4,0,0,0,0,0,0,0,0,0,21,6,0,6
10238,Fix Released,Joshua Harlow,Wishlist,2,Joshua Harlow,1210.7258,12,4,10,3,51,444,401,4,0,0,0,10,0,0,0,0,0,2,3,3,6
10239,Fix Released,Sascha Peilicke,Undecided,1,Chuck Short,1052.0231,13,4,13,4,11,27,11,4,0,0,0,9,0,0,3,0,0,0,3,3,6
10240,Fix Released,Brian Waldon,High,5,Stuart McLaren,2230.6006,13,5,10,4,293,2615,1605,5,0,0,1,6,0,0,4,0,3,2,6,4,10
10241,Fix Released,Russell Bryant,High,5,Daniel Berrange,857.4731,21,7,18,6,142,4048,3374,7,3,3,0,23,0,0,4,0,0,3,8,13,21
10242,Fix Released,Vish Ishaya,High,5,Vish Ishaya,488.5656,20,4,14,3,370,3863,2311,4,0,0,0,0,0,0,0,0,0,18,4,2,6
10243,Fix Released,Vish Ishaya,High,5,Vish Ishaya,502.1892,20,4,14,3,370,3863,2311,4,0,0,0,0,0,0,0,0,0,18,4,2,6
10244,Fix Released,Matthew Treinish,High,5,Mark Washenberger,13.3878,15,3,15,3,59,427,287,3,0,0,0,5,0,0,0,0,4,0,2,1,3
10245,Fix Released,Dan Prince,Medium,4,Dan Prince,975.4808,12,3,6,2,416,2684,783,3,0,0,0,0,0,0,0,0,0,6,2,1,3
10246,Fix Released,Dan Prince,Medium,4,Dan Prince,974.6964,12,3,6,2,416,2684,783,3,0,0,0,0,0,0,0,0,0,6,2,1,3
10247,Fix Released,Mark Washenberger,Medium,4,Dan Prince,973.4789,13,3,13,3,55,461,357,3,0,0,0,0,0,0,0,0,0,8,2,1,3
10248,Fix Released,Paul Bourke,Medium,4,Paul Bourke,473.3111,12,4,10,3,17,45,12,4,0,0,0,10,0,0,0,0,0,1,4,2,6
10249,Fix Released,Michael Fork,Low,3,Michael Fork,397.8192,12,4,10,3,6,91,61,4,1,0,0,11,0,0,0,0,0,0,3,3,6
10250,Fix Released,Iccha Sethi,Low,3,Monty Taylor,202.5614,13,4,9,3,28,182,121,4,0,0,0,11,0,0,0,0,0,12,6,0,6
10251,Fix Released,Stuart McLaren,Wishlist,2,Stuart McLaren,519.545,14,4,11,3,76,344,126,4,2,0,0,8,0,0,4,0,0,0,4,2,6
10252,Fix Released,Zhongyue Luo,Wishlist,2,shu\,503.7475,15,4,15,4,164,1920,803,4,3,0,0,12,0,0,0,0,0,0,4,2,6
10253,Fix Released,None,High,5,Joshua Harlow,484.7878,31,9,31,9,15804,0,0,9,2,0,11,32,0,0,0,2,17,11,22,14,36
10254,Fix Released,None,Undecided,1,Joshua Harlow,1649.9492,31,9,31,9,15804,0,0,9,2,0,10,31,0,0,0,2,16,11,20,16,36
10255,Fix Released,None,Medium,4,Joshua Harlow,1655.1569,31,9,31,9,15804,0,0,9,2,0,9,30,0,0,0,2,16,11,20,16,36
10256,Fix Released,None,Undecided,1,Joshua Harlow,384.6389,31,9,31,9,15804,0,0,9,2,0,10,32,0,0,0,2,16,11,20,16,36
10257,Fix Released,None,Low,3,Joshua Harlow,1649.955,31,9,31,9,15804,0,0,9,2,0,10,31,0,0,0,2,16,11,20,16,36
10258,Fix Released,Jola Mirecka,Undecided,1,Stuart McLaren,711.53,10,4,9,3,6,1,0,4,1,0,0,11,0,0,3,0,0,0,4,2,6
10259,Fix Released,Davanum Srinivas (DIMS),Undecided,1,Jay Buffington,321.2628,10,3,10,3,121,667,460,3,0,0,0,8,0,0,0,0,0,1,3,0,3
10260,Fix Released,Mark Washenberger,Critical,6,IWAMOTO Toshihiro,5341.7286,22,7,19,6,55,461,357,7,3,9,0,29,0,0,6,0,0,9,12,9,21
10261,Fix Released,Eoghan Glynn,Critical,6,Eoghan Glynn,1610.1906,18,5,11,4,165,2145,1361,5,0,0,0,0,0,2,4,0,7,8,6,4,10
10262,Fix Released,Mark Washenberger,Critical,6,Iccha Sethi,1050.6944,15,7,14,6,55,461,357,7,3,2,0,16,0,0,3,0,0,7,16,5,21
10263,Fix Released,Mark Washenberger,Critical,6,Brian Waldon,714.9686,12,4,11,3,55,461,357,4,0,0,0,1,0,0,3,0,0,8,4,2,6
10264,Fix Released,Mark Washenberger,Critical,6,Mark Washenberger,597.1536,13,4,11,3,55,461,357,4,0,0,0,0,0,0,7,0,4,2,4,2,6
10265,Fix Released,Nathanael Burton,Critical,6,Nathanael Burton,574.0744,17,6,13,5,9,56,35,6,6,4,0,18,0,0,3,0,0,0,9,6,15
10266,Fix Released,Stuart McLaren,Critical,6,Stuart McLaren,341.3486,14,5,11,4,76,344,126,5,0,5,0,1,0,0,9,0,4,0,6,4,10
10267,Fix Released,Brian Waldon,Critical,6,Mark Washenberger,168.7431,14,4,12,3,293,2615,1605,4,0,0,0,0,0,0,5,0,4,2,5,1,6
10268,Fix Released,Stuart McLaren,High,5,Stuart McLaren,538.6433,15,4,11,3,76,344,126,4,0,3,0,3,0,0,9,0,4,0,5,1,6
10269,Fix Released,Matthew Treinish,High,5,Matthew Treinish,534.2956,12,4,10,3,59,427,287,4,0,0,0,5,0,0,5,0,0,1,4,2,6
10270,Fix Released,Brian Lamar,High,5,Brian Lamar,426.1833,12,4,8,3,59,227,59,4,0,0,0,0,0,0,8,0,0,0,3,3,6
10271,Fix Released,Alessio Ababilov,High,5,Alessio Ababilov,177.2639,13,4,10,3,43,120,22,4,0,0,0,10,0,0,0,0,0,1,4,2,6
10272,Fix Released,Michael Fork,High,5,Michael Fork,176.1342,12,4,10,3,6,91,61,4,0,2,0,8,0,0,2,0,0,0,4,2,6
10273,Fix Released,Mark Washenberger,High,5,Stuart McLaren,152.9222,15,4,12,3,55,461,357,4,0,0,0,0,3,0,12,0,4,0,5,1,6
10274,Fix Released,Mark Washenberger,High,5,Mark Washenberger,145.4694,12,4,10,3,55,461,357,4,0,0,0,0,0,0,6,0,4,3,4,2,6
10275,Fix Released,Tom Hancock,High,5,Tom Hancock,105.2783,23,6,21,5,12,42,19,6,0,3,1,17,0,1,9,0,14,7,10,5,15
10276,Fix Released,Mark Washenberger,Medium,4,David Kranz,5163.6122,14,6,13,5,55,461,357,6,1,1,1,9,0,0,4,0,7,12,12,3,15
10277,Fix Released,Stuart McLaren,Medium,4,Stuart McLaren,801.9856,23,5,18,4,76,344,126,5,0,1,0,14,0,0,7,0,0,5,8,2,10
10278,Fix Released,Eric Windisch,Medium,4,Eric Windisch,257.2589,12,4,10,3,23,58,36,4,0,0,0,10,0,0,0,0,0,2,4,2,6
10279,Fix Released,John Bresnahan,Low,3,Rick Harris,7894.1136,28,4,28,4,25,109,31,4,0,0,0,0,0,0,0,0,0,44,6,0,6
10280,Fix Released,Mark Washenberger,Low,3,Johannes Erdfelt,4300.9828,23,6,23,6,55,461,357,6,0,0,0,0,0,0,0,0,17,23,10,5,15
10281,Fix Released,Johannes Erdfelt,Low,3,Adam Gandelman,485.5297,23,6,21,5,105,444,96,6,0,0,0,0,0,0,0,0,14,23,10,5,15
10282,Fix Released,John Bresnahan,Low,3,Mark Washenberger,4461.4861,13,5,12,4,25,109,31,5,0,1,0,5,0,0,4,0,4,2,6,4,10
10283,Fix Released,Avinash Prasad,Wishlist,2,Rohit Karajgi,486.3794,13,5,12,4,2,3,0,5,0,1,0,3,0,0,10,0,0,2,5,5,10
10284,Fix Released,Matthew Treinish,Undecided,1,Matthew Treinish,455.5119,10,3,8,2,59,427,287,3,0,0,0,3,0,0,5,0,0,0,2,1,3
10285,Fix Released,Stuart McLaren,Undecided,1,Stuart McLaren,365.8286,11,3,7,2,76,344,126,3,0,0,0,1,0,0,7,0,0,0,2,1,3
10286,Fix Released,Paul Bourke,Undecided,1,Paul Bourke,292.9969,10,3,8,2,17,45,12,3,0,0,0,8,0,0,0,0,0,0,2,1,3
10287,Fix Released,John Bresnahan,Undecided,1,John Bresnahan,285.9,10,3,6,2,25,109,31,3,0,0,0,6,0,0,0,0,0,0,2,1,3
10288,Fix Released,James Li,Undecided,1,James Li,210.6386,10,3,8,2,6,13,2,3,0,0,0,8,0,0,0,0,0,1,3,0,3
10289,Fix Released,Stuart McLaren,Undecided,1,Stuart McLaren,197.1367,10,3,7,2,76,344,126,3,0,0,0,0,0,0,7,0,0,0,2,1,3
10290,Fix Released,Stuart McLaren,Undecided,1,Stuart McLaren,151.8953,10,3,8,2,76,344,126,3,0,0,0,0,0,0,8,0,0,0,2,1,3
10291,Fix Released,Mark Washenberger,High,5,Paul Bourke,825.3283,20,5,13,4,55,461,357,5,0,5,2,11,0,0,6,0,4,4,8,2,10
10292,Fix Released,Eoghan Glynn,High,5,Dan Prince,68.3297,14,5,13,4,165,2145,1361,5,0,0,0,0,0,0,1,0,8,16,10,0,10
10293,Fix Released,John Bresnahan,Medium,4,James Page,177.5631,24,5,24,5,25,109,31,5,0,0,0,0,0,2,15,0,2,15,9,1,10
10294,Fix Released,Gabriel Hurley,High,5,Malini Bhandaru,1331.5256,16,8,13,7,403,2831,1466,8,6,0,0,22,0,0,0,0,0,8,11,17,28
10295,Fix Released,Gabriel Hurley,High,5,Gabriel Hurley,1142.3061,6,3,3,2,403,2831,1466,3,0,0,0,0,0,0,0,0,0,3,2,1,3
10296,Fix Released,Gabriel Hurley,High,5,Gabriel Hurley,732.5108,6,4,4,3,403,2831,1466,4,0,0,0,2,0,0,0,0,0,3,2,4,6
10297,Fix Released,Gabriel Hurley,High,5,Gabriel Hurley,662.6772,7,3,4,2,403,2831,1466,3,0,0,0,0,0,0,0,0,0,4,2,1,3
10298,Fix Released,Tihomir Trifonov,High,5,Gabriel Hurley,396.4642,9,5,9,5,58,133,56,5,1,0,0,12,0,0,0,0,0,5,6,4,10
10299,Fix Released,Gabriel Hurley,High,5,Thierry Carrez,142.6083,7,3,5,2,403,2831,1466,3,0,0,0,0,0,0,0,0,0,6,3,0,3
10301,Fix Released,Tihomir Trifonov,Medium,4,fuscata,1860.8219,15,6,15,6,58,133,56,6,0,0,0,13,0,0,0,0,0,14,10,5,15
10302,Fix Released,Tihomir Trifonov,Medium,4,Jesse Andrews,1498.7322,12,5,12,5,58,133,56,5,0,0,1,2,0,0,0,0,9,5,7,3,10
10303,Fix Released,Kieran Spear,Medium,4,Kieran Spear,892.5003,19,6,17,5,55,400,239,6,1,0,0,26,0,0,0,0,0,23,11,4,15
10304,Fix Released,Julie Pichon,Medium,4,andrewsben,341.625,32,9,32,9,72,1327,968,9,7,0,0,47,0,0,0,0,0,16,16,20,36
10305,Fix Released,None,Medium,4,Joe T,57.4292,11,3,11,3,15804,0,0,3,0,0,0,9,0,0,0,0,0,2,3,0,3
10306,Fix Released,Tihomir Trifonov,Low,3,Hendrik Volkmer,4172.5578,13,6,11,5,58,133,56,6,2,0,0,16,0,0,0,0,0,10,11,4,15
10307,Fix Released,Vish Ishaya,High,5,Gabriel Hurley,344.2508,20,5,15,4,370,3863,2311,5,0,0,0,19,0,0,0,0,0,8,6,4,10
10308,Fix Released,Gabriel Hurley,Low,3,Ken Pepple,2024.5658,20,5,12,4,403,2831,1466,5,0,0,0,18,0,0,0,0,0,8,6,4,10
10309,Fix Released,Julie Pichon,Low,3,Tres Henry,1424.28,13,6,12,5,72,1327,968,6,1,0,2,7,0,0,1,0,9,4,10,5,15
10310,Fix Released,Tihomir Trifonov,Low,3,Gabriel Hurley,516.4453,8,3,8,3,58,133,56,3,0,0,0,0,0,0,0,0,0,5,2,1,3
10311,Fix Released,Matthias Runge,Undecided,1,Nicolas Simonds,849.9578,18,5,15,4,47,413,237,5,3,0,0,24,0,0,0,0,0,15,10,0,10
10312,Fix Released,Tihomir Trifonov,Undecided,1,Tihomir Trifonov,720.8533,8,3,6,2,58,133,56,3,0,0,0,6,0,0,0,0,0,0,2,1,3
10313,Fix Released,Brian Waldon,Undecided,1,Brian Waldon,537.0594,8,3,6,2,293,2615,1605,3,0,0,0,0,0,0,0,0,0,9,3,0,3
10314,Fix Released,Brian Waldon,Undecided,1,Brian Waldon,518.5214,8,3,4,2,293,2615,1605,3,0,0,0,0,0,0,0,0,0,7,3,0,3
10315,Fix Released,Kieran Spear,Undecided,1,Kieran Spear,154.4856,8,3,5,2,55,400,239,3,0,0,0,5,0,0,0,0,0,0,2,1,3
10316,Fix Released,Alexey Izbyshev,High,5,Malini Bhandaru,1476.1675,13,6,10,5,2,7,0,6,5,0,0,17,0,0,0,0,0,3,11,4,15
10317,Fix Released,Matthias Runge,High,5,Christian Berendt,1001.6775,21,9,20,8,47,413,237,9,5,4,0,27,0,0,15,0,0,18,22,14,36
10318,Fix Released,Malini Bhandaru,High,5,Malini Bhandaru,865.8728,10,4,7,3,5,17,13,4,0,0,0,7,0,0,0,0,0,4,5,1,6
